,403_IC,403_IL,405_IC,405_IL,407_IC,407_IL,408_IC,408_IL,411_IC,411_IL,412_IC,412_IL,414_IC,414_IL,420_IC,420_IL,425_IC,425_IL,427_IC,427_IL,428_IC,428_IL,431_IC,431_IL,432_IC,432_IL,433_IC,433_IL,437_IC,437_IL,438_IC,438_IL,439_IC,439_IL,444_IC,444_IL,449_IC,449_IL,450_IC,450_IL,451_IC,451_IL,452_IC,452_IL,456_IC,456_IL,459_IC,459_IL,461_IC,461_IL,463_IC,463_IL,464_IC,464_IL,465_IC,465_IL,466_IC,466_IL,471_IC,471_IL,472_IC,472_IL,475_IC,475_IL,476_IC,476_IL,478_IC,478_IL,481_IC,481_IL,482_IC,482_IL,484_IC,484_IL,485_IC,485_IL,489_IC,489_IL,495_IC,495_IL,500_IC,500_IL,505_IC,505_IL,509_IC,509_IL,510_IC,510_IL,515_IC,515_IL,517_IC,517_IL,518_IC,518_IL,519_IC,519_IL,521_IC,521_IL,522_IC,522_IL,524_IC,524_IL,528_IC,528_IL,532_IC,532_IL,534_IC,534_IL,535_IC,535_IL,536_IC,536_IL,538_IC,538_IL,541_IC,541_IL,542_IC,542_IL,547_IC,547_IL,548_IC,548_IL,549_IC,549_IL,553_IC,553_IL,555_IC,555_IL,562_IC,562_IL,564_IC,564_IL,568_IC,568_IL,571_IC,571_IL,572_IC,572_IL,573_IC,573_IL,577_IC,577_IL,578_IC,578_IL,579_IC,579_IL,580_IC,580_IL,584_IC,584_IL,590_IC,590_IL,592_IC,592_IL
482_IL,0.284946042,0.333719234,0.367457102,0.294733179,0.328149644,0.306118589,0.349913248,0.3177261,0.358596595,0.405857687,0.424665755,0.361375392,0.370135446,0.37643714,0.361435763,0.45159743,0.453583054,0.331709633,0.374872248,0.421565062,0.393917601,0.30873743,0.380153383,0.347857129,0.349402361,0.414318963,0.362312206,0.416846203,0.350845119,0.31790619,0.406880275,0.407248746,0.28626644,0.332374504,0.378538445,0.350694047,0.305915849,0.378778874,0.436747536,0.376166382,0.419204934,0.429867698,0.447570908,0.281369536,0.407223915,0.314241077,0.408128632,0.360460852,0.354175533,0.350311374,0.395597779,0.371752202,0.340444254,0.336858621,0.417361112,0.403953215,0.313843686,0.400200062,0.445951706,0.378895855,0.358914444,0.295941129,0.489545608,0.444323762,0.269669952,0.354072545,0.387256997,0.304811354,0.33576908,0.28276118,0.392339909,0,0.353522468,0.303527111,0.394305083,0.417547764,0.367103285,0.343650863,0.389935722,0.369026276,0.475044637,0.429550086,0.351067804,0.340139636,0.374866213,0.290026885,0.411804194,0.414520267,0.418110636,0.523895427,0.385823441,0.378308088,0.300902289,0.457128273,0.361746481,0.331297546,0.380625995,0.362700219,0.437535106,0.339587318,0.384105181,0.379035968,0.398897035,0.355591662,0.393678889,0.349336101,0.384305019,0.411990843,0.326608472,0.3063988,0.383146412,0.345294494,0.330052978,0.350104433,0.531223039,0.330521976,0.36311919,0.327526748,0.341729326,0.40089089,0.359285872,0.354820328,0.43325521,0.339738256,0.348879229,0.285099878,0.34458889,0.315138921,0.319439334,0.354521109,0.299689458,0.37907034,0.344401319,0.2584016,0.284515587,0.306592358,0.383679647,0.39877565,0.355584665,0.34481246,0.336165558,0.357568195,0.335447907,0.393758503,0.386969173,0.365839939,0.356469235,0.322694461,0.399447173,0.377233694,0.354031535,0.366882136,0.417473279,0.345284783
484_IC,0.272298433,0.314724768,0.31542145,0.299563567,0.348686776,0.281400187,0.274306989,0.298635733,0.292132933,0.328708701,0.385852581,0.35623397,0.336372776,0.466875476,0.272765145,0.467391096,0.346006965,0.346820878,0.406955882,0.434087981,0.349159152,0.34116042,0.307057255,0.361644023,0.334593738,0.437163321,0.297256593,0.457649675,0.272601316,0.361348889,0.326282554,0.338100002,0.270953934,0.328960668,0.342219609,0.303310836,0.323503006,0.351595919,0.385829754,0.43913521,0.404425899,0.448365477,0.482300552,0.310798194,0.249762153,0.303948447,0.385350994,0.364999575,0.364509622,0.41276806,0.353619631,0.349219748,0.299752304,0.2998232,0.242948166,0.303402676,0.282338651,0.461578949,0.306488864,0.426778262,0.335124249,0.299216122,0.42742673,0.465900588,0.272152067,0.398034658,0.330652979,0.388017606,0.269493218,0.292234913,0.330569436,0.353522468,0,0.203790147,0.384942066,0.447180351,0.299617717,0.303219277,0.328173557,0.344386767,0.491409564,0.519070256,0.392413805,0.440503498,0.309140165,0.279890928,0.324857487,0.418148245,0.398461954,0.51074485,0.303500646,0.278048249,0.331909904,0.500685992,0.321327896,0.402503897,0.385314296,0.390523849,0.413415485,0.287816249,0.422201034,0.413650731,0.356945827,0.432708401,0.381866726,0.359792591,0.377379257,0.4345487,0.27437022,0.336764366,0.308497907,0.356595822,0.304333769,0.320021631,0.508571182,0.341554486,0.337161445,0.386139756,0.333436061,0.439457765,0.393104817,0.30377666,0.40084147,0.463546764,0.334077146,0.296571547,0.237134425,0.32159936,0.229656098,0.372126652,0.293561075,0.409252246,0.306453799,0.319196903,0.308837698,0.303685379,0.433574772,0.41890882,0.313931115,0.304704513,0.270759637,0.358849452,0.300045134,0.364216749,0.300019156,0.400522163,0.358890309,0.320899076,0.320429109,0.331009156,0.361249438,0.31727784,0.456120618,0.288396733
484_IL,0.27962375,0.315228016,0.363612206,0.248826041,0.367213344,0.251677806,0.26938546,0.294262256,0.301212191,0.322162012,0.383024297,0.331360039,0.326259957,0.454671863,0.291775779,0.46102273,0.367499219,0.27732699,0.430658592,0.469734381,0.331136676,0.300632367,0.361624616,0.337376715,0.301950574,0.400757433,0.294076921,0.367166798,0.286672534,0.309111356,0.323638715,0.283513871,0.215500076,0.326407802,0.298237109,0.287171081,0.260020297,0.317415898,0.399642888,0.40325025,0.420704231,0.437050533,0.462711233,0.235150934,0.33567954,0.255308044,0.372586193,0.368335159,0.33773729,0.395067514,0.355978781,0.352499305,0.320379739,0.299990744,0.305271241,0.320290001,0.275607697,0.456098209,0.389141567,0.415691607,0.323024792,0.244216346,0.464288931,0.453981274,0.291711393,0.425355665,0.329521683,0.376043943,0.269407877,0.270517594,0.364683345,0.303527111,0.203790147,0,0.395609707,0.417715563,0.31391245,0.30213987,0.330775374,0.272446644,0.488116269,0.504372921,0.355969592,0.365729217,0.356277342,0.217469519,0.330763313,0.391950236,0.386586666,0.474981801,0.356310469,0.29049295,0.251024576,0.489870751,0.342019108,0.372194205,0.365136645,0.361230576,0.406984483,0.234406938,0.414622608,0.397545986,0.313363212,0.387222504,0.328720709,0.366082037,0.347706857,0.425537518,0.23998642,0.296075309,0.364201856,0.337761429,0.255738059,0.285012362,0.549740785,0.319776278,0.289939693,0.376895787,0.31225113,0.392158387,0.380875636,0.295247145,0.380907831,0.44862844,0.293445153,0.258773655,0.249443568,0.247389306,0.26215894,0.291917233,0.245498671,0.397332711,0.335548754,0.25413332,0.26719925,0.237163441,0.429007395,0.415245543,0.295187867,0.247586713,0.293405871,0.286163423,0.280603055,0.332165868,0.293266205,0.383296318,0.333443851,0.263592452,0.295962569,0.336829243,0.31036501,0.24329681,0.467418588,0.259156431
485_IC,0.370271783,0.433255191,0.465792221,0.287402375,0.437348946,0.347930332,0.392065458,0.339893679,0.369173797,0.412705505,0.41337077,0.309602547,0.381551162,0.548908899,0.411189285,0.554244401,0.29507012,0.26703625,0.523601393,0.557173128,0.450545062,0.330628365,0.359152083,0.427313904,0.2944948,0.51535614,0.357527564,0.409613213,0.369716756,0.414404382,0.248028606,0.428118831,0.363428708,0.321561582,0.382890484,0.388684581,0.300719041,0.294402431,0.37573979,0.528675459,0.50344292,0.521668458,0.582828739,0.368835018,0.427500333,0.356561209,0.294407075,0.322770782,0.308008201,0.379973826,0.410559978,0.352226075,0.386694522,0.304615625,0.420472605,0.384274193,0.333491452,0.561334858,0.396991807,0.371108781,0.425600802,0.314240548,0.307676337,0.357632999,0.348884133,0.539445946,0.335531185,0.471411487,0.400978055,0.394825359,0.445505235,0.394305083,0.384942066,0.395609707,0,0.295613664,0.316553317,0.423460576,0.307210635,0.358629777,0.34038723,0.497715506,0.435286468,0.329455084,0.478369738,0.332610816,0.388674891,0.418267782,0.205347541,0.412069026,0.408306363,0.414770759,0.320582185,0.580711368,0.298662169,0.478881309,0.518134248,0.475441008,0.542780953,0.356320528,0.452077057,0.330601223,0.381108928,0.471143877,0.359413622,0.43128034,0.392079993,0.532876565,0.358900295,0.341109412,0.393916031,0.342458157,0.362991291,0.267515036,0.408466138,0.236505654,0.375438309,0.470908504,0.341133451,0.400618456,0.426061307,0.398534137,0.428776167,0.488906647,0.27647233,0.284748261,0.405507885,0.368561071,0.381998761,0.409920254,0.273417956,0.480743472,0.34453705,0.411134777,0.289847241,0.323085235,0.557169231,0.51208058,0.343915345,0.355014502,0.315287868,0.263364648,0.337485562,0.387265351,0.389778449,0.482872047,0.430212717,0.327934082,0.471346686,0.393800993,0.246867627,0.3587468,0.555341605,0.387857222
485_IL,0.452574794,0.518968415,0.498413798,0.369137143,0.502784595,0.34024544,0.428270339,0.433231956,0.43729827,0.394575853,0.450716015,0.443441299,0.453955697,0.610837368,0.462260184,0.613940461,0.344048157,0.402246027,0.60206674,0.621561817,0.507224924,0.419785824,0.44806368,0.489326894,0.40873629,0.57986188,0.346952598,0.381610192,0.441388482,0.501822891,0.313808317,0.498034515,0.438333069,0.45588918,0.475188476,0.463334463,0.322165571,0.408460827,0.417308691,0.584748833,0.589385341,0.592805892,0.638041542,0.462590821,0.519607366,0.433980503,0.262571464,0.357534077,0.30801692,0.401937695,0.385402075,0.357653181,0.440983181,0.367179036,0.47035058,0.473847337,0.440396427,0.62502898,0.469073463,0.458807856,0.47021252,0.377983078,0.30821774,0.321948243,0.445167573,0.607096993,0.411699144,0.559121021,0.488592901,0.430199766,0.509447052,0.417547764,0.447180351,0.417715563,0.295613664,0,0.427479456,0.46535205,0.346156949,0.310973376,0.28427027,0.563901621,0.514850403,0.385714409,0.486639572,0.380567997,0.47718326,0.465620924,0.238081855,0.431326033,0.461574083,0.443325832,0.340307151,0.657409288,0.389242729,0.565154448,0.566020491,0.541846693,0.617283437,0.391618557,0.490110954,0.360236253,0.440454651,0.544315419,0.450635532,0.497933835,0.438748047,0.581906662,0.408961629,0.403567802,0.440723438,0.453661811,0.405705955,0.397434219,0.376947466,0.2769183,0.470170391,0.524291041,0.405355016,0.481748816,0.491463294,0.462792673,0.507622866,0.566753134,0.391431154,0.381880485,0.461441558,0.430818696,0.460539755,0.476610138,0.317944531,0.546071938,0.433022558,0.457489627,0.342834028,0.371494751,0.628691281,0.58071135,0.427829947,0.392423434,0.384537948,0.373728408,0.386122345,0.418858292,0.507823304,0.550947815,0.493836797,0.338425208,0.487691919,0.478297432,0.406876172,0.411774963,0.631459797,0.422258599
489_IC,0.263019156,0.354199322,0.38096137,0.239268467,0.362296024,0.282975937,0.29489948,0.304440312,0.3491611,0.357697757,0.375650442,0.246778446,0.297382898,0.480938887,0.254040417,0.517877767,0.341641726,0.27236411,0.478981651,0.498992903,0.317957956,0.31257228,0.356433957,0.364951757,0.241347842,0.433868627,0.333474443,0.444224924,0.23124385,0.346140837,0.240154091,0.383335134,0.30327928,0.281090426,0.296101208,0.342154052,0.255866253,0.312815787,0.413520175,0.468315484,0.424958411,0.472966098,0.500386328,0.349666061,0.330278336,0.309375312,0.320369297,0.351512586,0.332046771,0.461940319,0.359574853,0.351974702,0.291422214,0.280728614,0.30108433,0.273494215,0.260412397,0.506783071,0.344004686,0.323580449,0.377564752,0.28248371,0.429936848,0.404664701,0.200748369,0.450708366,0.236964293,0.398593263,0.342557216,0.341696549,0.41994721,0.367103285,0.299617717,0.31391245,0.316553317,0.427479456,0,0.251975921,0.307452395,0.342238664,0.494079454,0.562238776,0.361120715,0.391107485,0.327987598,0.281037153,0.302030526,0.433052047,0.365316201,0.44459528,0.315506148,0.308998426,0.250963634,0.528694206,0.325502418,0.455926669,0.404885505,0.428758207,0.469891177,0.275640197,0.443893055,0.402032674,0.297199698,0.439173656,0.411418028,0.443050445,0.366201893,0.477093675,0.28078664,0.287236914,0.28888609,0.326406122,0.231235999,0.190386913,0.519227358,0.296290152,0.333730441,0.424953605,0.277373922,0.323792386,0.355910861,0.303215905,0.445216437,0.50296117,0.20537421,0.279090355,0.265442203,0.305995968,0.288539826,0.351394717,0.229639767,0.452119083,0.307704126,0.348893342,0.277898651,0.287198435,0.492387774,0.461612684,0.2787627,0.268557672,0.238128047,0.262911758,0.31974232,0.373931319,0.276626659,0.432611187,0.394316068,0.271607554,0.324583558,0.332706316,0.326459591,0.2896073,0.509662476,0.262438128
489_IL,0.309218936,0.350314346,0.320096167,0.232843342,0.310141234,0.30859696,0.288188164,0.348516603,0.374969461,0.297353636,0.335138639,0.237715787,0.350549069,0.460706581,0.298117443,0.483740007,0.400951866,0.330149339,0.45170515,0.481183381,0.312379525,0.348909149,0.386191468,0.375156835,0.353387105,0.449408504,0.380596477,0.444898891,0.193783766,0.331486072,0.317101317,0.306961388,0.250996869,0.338034492,0.26911175,0.361196094,0.32686058,0.357649984,0.357959681,0.442131949,0.433095388,0.461650931,0.475302033,0.3426342,0.374369638,0.297200036,0.427347523,0.45569847,0.43599267,0.452761476,0.439209512,0.386002725,0.252398804,0.350067732,0.328801721,0.204526718,0.274841934,0.482063288,0.326426033,0.362886254,0.319303677,0.323288922,0.522689318,0.509595065,0.311520594,0.433116338,0.335663451,0.407553392,0.247331064,0.322288951,0.382452706,0.343650863,0.303219277,0.30213987,0.423460576,0.46535205,0.251975921,0,0.339347413,0.362811363,0.537707809,0.546720622,0.328896082,0.433706967,0.35954254,0.280921203,0.281895004,0.37602182,0.468486495,0.475895254,0.282722491,0.26307544,0.31637782,0.47567823,0.388666275,0.431657942,0.348188113,0.413772287,0.461611892,0.310474172,0.431427643,0.36209791,0.30903526,0.427469518,0.451483816,0.431939205,0.361017952,0.421491159,0.314980758,0.315575533,0.384844898,0.373798519,0.314362986,0.326805439,0.600056929,0.393237148,0.29367233,0.401175589,0.373060584,0.334453989,0.312374245,0.335259755,0.381826787,0.480459024,0.291619629,0.305279328,0.309350064,0.281062373,0.284673632,0.329817295,0.317699435,0.439218941,0.321470188,0.324447943,0.306012846,0.339546167,0.484772066,0.449331067,0.314566186,0.272643515,0.315351937,0.381400826,0.269715064,0.393591735,0.351380707,0.432524027,0.399328054,0.306561894,0.290247803,0.30962543,0.370876453,0.31418044,0.483319348,0.299062226
495_IC,0.293788723,0.379046074,0.388155584,0.189657096,0.416574219,0.290212429,0.344533377,0.366506882,0.326605121,0.340349642,0.318278366,0.349037582,0.351623513,0.479618705,0.343263354,0.529919435,0.342545622,0.264394877,0.452934108,0.497643458,0.387892626,0.32211208,0.292774245,0.320702373,0.25570389,0.426547697,0.323347076,0.396813717,0.301490593,0.392686521,0.274464669,0.356245307,0.274906799,0.329057634,0.334489212,0.279178391,0.277908792,0.283001324,0.31222616,0.464813546,0.456470133,0.483151199,0.501690334,0.291841082,0.358483992,0.275054529,0.330237499,0.347729287,0.283588514,0.423601391,0.327638094,0.340179637,0.305115161,0.270666127,0.331991251,0.297667319,0.292907513,0.4995363,0.366564354,0.440469476,0.387007339,0.283400399,0.39858087,0.403101212,0.294787195,0.487039076,0.251523965,0.417415035,0.351007285,0.369574377,0.412556089,0.389935722,0.328173557,0.330775374,0.307210635,0.346156949,0.307452395,0.339347413,0,0.318321655,0.400446997,0.479744154,0.413750206,0.425902318,0.360505469,0.24118812,0.33479378,0.374545397,0.321248101,0.471093916,0.343747623,0.329594477,0.317777633,0.537536887,0.324709793,0.423212081,0.42969134,0.389275012,0.472705225,0.292599593,0.428362852,0.329552522,0.350648136,0.454610883,0.336067717,0.385178864,0.418313944,0.44300092,0.306791707,0.318985561,0.373760708,0.324347442,0.295618466,0.301829604,0.475352722,0.270091439,0.317840346,0.445028691,0.328157255,0.411317198,0.363467998,0.328508176,0.412271125,0.494840673,0.265089386,0.259017539,0.335434159,0.283404033,0.352117327,0.343821157,0.254564234,0.438249065,0.355999973,0.320411919,0.234533543,0.308084711,0.486750175,0.447354964,0.311510941,0.299479119,0.313100138,0.260699904,0.294356722,0.371761591,0.377940097,0.445857435,0.379016903,0.274036183,0.364929781,0.393168138,0.24245857,0.319057997,0.515607736,0.27939485
495_IL,0.342366128,0.364788225,0.440388092,0.256150843,0.409738898,0.222025648,0.317758586,0.346008436,0.35644393,0.335700413,0.403651334,0.357376919,0.390526638,0.53155914,0.354017197,0.561137912,0.32086466,0.301495588,0.515083044,0.546163983,0.412265336,0.355644955,0.381379182,0.405686272,0.329672579,0.464986546,0.30837551,0.285642558,0.326757204,0.409234457,0.285895784,0.350763267,0.338216114,0.375912632,0.388707422,0.34234907,0.262139893,0.338902384,0.433504672,0.488684123,0.503087548,0.529404957,0.559496321,0.320024296,0.440440912,0.300872753,0.24055527,0.357754737,0.350028323,0.332932944,0.325248109,0.33098126,0.376832308,0.305830695,0.37124648,0.323303876,0.343724702,0.549679744,0.392201805,0.388636777,0.347976847,0.253400916,0.355572913,0.447251781,0.33431967,0.533196633,0.35234292,0.467973427,0.363336284,0.332894279,0.419245388,0.369026276,0.344386767,0.272446644,0.358629777,0.310973376,0.342238664,0.362811363,0.318321655,0,0.390826082,0.5146378,0.421000433,0.376797424,0.378838555,0.267625592,0.380524771,0.399272135,0.290196451,0.357835735,0.384063493,0.347712333,0.239671923,0.566327117,0.305742281,0.458128055,0.433752693,0.428351766,0.526911751,0.280605899,0.408008802,0.364792464,0.349002756,0.454142694,0.360114864,0.429725786,0.359030656,0.486621199,0.3045289,0.327056023,0.34434057,0.387712443,0.295912264,0.317099639,0.460758749,0.305886693,0.338855552,0.450481024,0.288469375,0.400347857,0.438105112,0.342568712,0.413224902,0.522748518,0.293653636,0.287290694,0.346770406,0.274717957,0.334865001,0.360789575,0.275618383,0.45547738,0.351161074,0.320418815,0.269482836,0.243723777,0.52029792,0.511326166,0.287777371,0.205313102,0.302159331,0.267471589,0.30758601,0.33762479,0.393417594,0.445073001,0.403985219,0.280686835,0.395679957,0.399134653,0.354166647,0.244881012,0.556755682,0.322395152
500_IC,0.511927058,0.582527208,0.569101487,0.438587859,0.484569201,0.4412697,0.485740607,0.449256427,0.501584253,0.476313333,0.426010714,0.512326262,0.441512607,0.652438841,0.500776239,0.643597462,0.415024994,0.479247978,0.606019546,0.640416676,0.470899673,0.497888346,0.458830878,0.54149155,0.470650523,0.623294363,0.417843338,0.501460439,0.497345805,0.566296294,0.390031967,0.520464527,0.49816398,0.4622219,0.536831981,0.517585406,0.370834912,0.449207502,0.472411393,0.59872561,0.599367947,0.605796598,0.603473534,0.516175911,0.447478394,0.520438222,0.3536173,0.321331061,0.407418069,0.484045918,0.360306624,0.468379112,0.421861879,0.438552722,0.481087279,0.538574481,0.493704797,0.644601246,0.450159382,0.521413478,0.435641625,0.454913574,0.396883755,0.257292646,0.507852076,0.626087771,0.366663336,0.608691003,0.554861069,0.510735616,0.511886476,0.475044637,0.491409564,0.488116269,0.34038723,0.28427027,0.494079454,0.537707809,0.400446997,0.390826082,0,0.557908938,0.49118865,0.467121271,0.458137208,0.472696701,0.524133215,0.546431914,0.29718067,0.483711509,0.536460713,0.50509816,0.399111293,0.630004192,0.456947041,0.583099519,0.494365315,0.593487377,0.635321814,0.480784473,0.480097093,0.449563107,0.477154989,0.552039082,0.515233943,0.561918927,0.509099957,0.629642842,0.42827024,0.480720602,0.39845603,0.521983769,0.47328779,0.469895305,0.321036103,0.349245077,0.533786581,0.570585226,0.358670878,0.55278882,0.468468276,0.533685985,0.544232262,0.625171295,0.437376536,0.460196885,0.490714132,0.515211673,0.520358957,0.546077393,0.401574655,0.57971415,0.497313637,0.531139167,0.388308903,0.406231227,0.650387108,0.600032727,0.368306457,0.472828968,0.458080838,0.434913927,0.446524816,0.489608898,0.465330597,0.560219644,0.470460691,0.41958149,0.544447454,0.545863605,0.47594468,0.460516393,0.644124087,0.477673052
500_IL,0.433939652,0.395942849,0.558342814,0.481959072,0.493849153,0.52746218,0.502694285,0.488922379,0.450903746,0.606596522,0.539689584,0.554919788,0.460896544,0.327324319,0.512802484,0.397224068,0.485904248,0.471360118,0.310310842,0.336157926,0.533727461,0.439441338,0.433989705,0.319006424,0.498494146,0.326148977,0.516550261,0.452692148,0.543939352,0.39379322,0.491778698,0.525580081,0.435254796,0.46660003,0.532725597,0.392477605,0.566448929,0.455783259,0.505647246,0.358779323,0.376689631,0.365415431,0.338102237,0.433568831,0.475002424,0.40046793,0.551133323,0.556132842,0.568447751,0.392457039,0.547744061,0.51678809,0.476537835,0.514649111,0.492775904,0.532199879,0.440887835,0.338711186,0.592538828,0.565895245,0.545244237,0.510184977,0.623584942,0.582718693,0.475396542,0.335732322,0.501699353,0.291472972,0.529407884,0.474811592,0.584002116,0.429550086,0.519070256,0.504372921,0.497715506,0.563901621,0.562238776,0.546720622,0.479744154,0.5146378,0.557908938,0,0.471363422,0.472038428,0.554833837,0.476081561,0.571015219,0.494606296,0.538308996,0.619617616,0.53822644,0.55979069,0.532773273,0.362731679,0.470178267,0.322687662,0.482062797,0.334238247,0.353618521,0.511232144,0.572441406,0.552771761,0.54719891,0.385808863,0.392512574,0.405347927,0.602893631,0.309380705,0.473551889,0.447613987,0.556075437,0.502368604,0.517041566,0.541509132,0.61795226,0.561667668,0.510186977,0.377578508,0.548163742,0.588200109,0.518010259,0.489582035,0.415710324,0.356520901,0.508092942,0.469706384,0.491964528,0.470098058,0.46600013,0.410300931,0.532787571,0.348224338,0.587554761,0.409651369,0.510869805,0.526378225,0.293236296,0.347269437,0.50099101,0.493506594,0.555965322,0.55097067,0.567198235,0.55298577,0.481674638,0.359357849,0.403512185,0.534742946,0.532208993,0.57355953,0.451994255,0.517579135,0.329864144,0.458145359
505_IC,0.301188711,0.363670443,0.336501044,0.338899425,0.272544294,0.351725831,0.359423115,0.336121617,0.38031478,0.337289699,0.264622163,0.271905655,0.270747973,0.476204653,0.371264231,0.509935003,0.45065049,0.338341017,0.452401948,0.491718981,0.248652007,0.333712677,0.348355475,0.382620611,0.35885165,0.429347401,0.399862321,0.467055496,0.258255131,0.393584367,0.385135848,0.345055082,0.32000355,0.357493199,0.322403716,0.384688916,0.352184936,0.375521953,0.312669603,0.4536327,0.459416305,0.450291039,0.442320703,0.3885562,0.365669941,0.332504846,0.457344083,0.372023124,0.439461941,0.473053172,0.330846224,0.393112257,0.350383214,0.346434127,0.40942201,0.32105207,0.330314566,0.476156622,0.381193428,0.415698511,0.252073588,0.347582707,0.566968961,0.428082116,0.340973815,0.442388058,0.299214175,0.408196312,0.34251209,0.376429319,0.374310632,0.351067804,0.392413805,0.355969592,0.435286468,0.514850403,0.361120715,0.328896082,0.413750206,0.421000433,0.49118865,0.471363422,0,0.458621028,0.342147152,0.366751404,0.365592947,0.32541842,0.459720099,0.495082278,0.274315283,0.333222487,0.31786885,0.365402994,0.360386214,0.424874642,0.314368606,0.37720321,0.469951605,0.34596176,0.385594306,0.401454256,0.301618835,0.424953349,0.385087931,0.441199165,0.320701795,0.470884596,0.327517481,0.280183886,0.350620168,0.373700741,0.327910879,0.336565622,0.5488454,0.397473358,0.288469395,0.37822862,0.310670409,0.372663079,0.239707442,0.341978094,0.313049109,0.466535114,0.298110837,0.306352453,0.32598272,0.36764125,0.312545714,0.345098836,0.295284819,0.411692994,0.292907813,0.336167846,0.361145955,0.364207342,0.44922076,0.436924732,0.27430467,0.333800236,0.367410209,0.395466021,0.280462758,0.404538993,0.285226012,0.420976637,0.313369889,0.307075246,0.319099573,0.336529076,0.355140537,0.365827587,0.489878038,0.348940058
505_IL,0.384429799,0.371235853,0.457608281,0.328549807,0.49398281,0.393627404,0.368770991,0.324815521,0.405162698,0.456536153,0.504837346,0.371973538,0.432405257,0.4645558,0.40196913,0.488635832,0.278406644,0.323288243,0.484538307,0.49858998,0.461632901,0.360992944,0.428849734,0.349199723,0.379423869,0.453348205,0.410138058,0.368224796,0.427047129,0.412265345,0.362153328,0.448828918,0.352343818,0.288348258,0.377152767,0.42226509,0.347796248,0.351828121,0.454178,0.459820776,0.462922486,0.465696026,0.529127738,0.340050956,0.476704399,0.368870909,0.397412741,0.398958437,0.413380436,0.41355683,0.432203421,0.410137149,0.427297966,0.382711711,0.451009321,0.423152813,0.371461136,0.470947381,0.477053692,0.359773013,0.463885905,0.382098872,0.426142631,0.458639995,0.299921814,0.4490979,0.445904394,0.391414148,0.424836057,0.378606853,0.442039008,0.340139636,0.440503498,0.365729217,0.329455084,0.385714409,0.391107485,0.433706967,0.425902318,0.376797424,0.467121271,0.472038428,0.458621028,0,0.442170392,0.360826327,0.440705995,0.456056135,0.381743626,0.528802798,0.435250714,0.414072394,0.354118951,0.521150041,0.376436066,0.453894272,0.438924024,0.384115561,0.479311424,0.378728165,0.427834671,0.415040455,0.414097779,0.400188769,0.389289285,0.415983101,0.373892439,0.460746318,0.344656167,0.337100661,0.460825788,0.380963104,0.369090878,0.337682189,0.442035596,0.334309878,0.419401578,0.387905818,0.422223735,0.47601319,0.493242437,0.385217026,0.459215231,0.454585248,0.33288284,0.374177425,0.39679822,0.395708814,0.396966552,0.403090256,0.344201908,0.430281202,0.431778591,0.360528103,0.399431086,0.320661113,0.484901206,0.450376606,0.401566298,0.401333065,0.362932256,0.387591975,0.402743427,0.444243735,0.443236819,0.406656039,0.485564138,0.367562494,0.391286111,0.426886409,0.367104911,0.399856489,0.508647874,0.367758138
509_IC,0.316654104,0.378657214,0.326259634,0.304305888,0.32312152,0.326174276,0.291031272,0.419974257,0.357006341,0.373751225,0.310634788,0.406051271,0.246715494,0.469950657,0.319620253,0.570687222,0.392309616,0.37750463,0.500919304,0.524624798,0.267983212,0.350961615,0.376795313,0.419970029,0.342493173,0.464292413,0.350478098,0.501581674,0.327280892,0.445338609,0.357336414,0.454590633,0.328415457,0.391519814,0.352890954,0.395361793,0.306621453,0.386335509,0.412966462,0.49061208,0.462342385,0.498738338,0.456904189,0.38708759,0.296801844,0.379227023,0.42538536,0.359042075,0.424392148,0.494475578,0.293826471,0.377829554,0.326727527,0.313477896,0.355912963,0.367348792,0.310682029,0.505987396,0.32478598,0.508189224,0.312079443,0.328585712,0.469311254,0.420362449,0.296175544,0.434180038,0.271947183,0.436114858,0.393502813,0.394036069,0.338388451,0.374866213,0.309140165,0.356277342,0.478369738,0.486639572,0.327987598,0.35954254,0.360505469,0.378838555,0.458137208,0.554833837,0.342147152,0.442170392,0,0.303354338,0.382629499,0.482476542,0.448921229,0.561739151,0.340213689,0.310298855,0.342860979,0.509035808,0.352541939,0.515866366,0.363466867,0.462441242,0.52511507,0.339551773,0.407283118,0.487882123,0.371678653,0.493202138,0.449111599,0.456472758,0.3723496,0.513331706,0.291110133,0.347139739,0.196105367,0.363576468,0.268802688,0.334223174,0.415512527,0.416339552,0.353052491,0.447037627,0.255168491,0.449093179,0.294431806,0.343399514,0.441739159,0.542880815,0.297361269,0.335324885,0.319142234,0.362592003,0.302353963,0.40402014,0.302960004,0.473091523,0.339594977,0.382850649,0.302290176,0.335825985,0.458225699,0.485129075,0.219630921,0.342164422,0.310535175,0.389868213,0.356600077,0.361241764,0.333415606,0.454282238,0.335625406,0.334141164,0.322036084,0.347704904,0.43229099,0.36209843,0.541201824,0.323327967
