,403_IC,403_IL,405_IC,405_IL,407_IC,407_IL,408_IC,408_IL,411_IC,411_IL,412_IC,412_IL,414_IC,414_IL,420_IC,420_IL,425_IC,425_IL,427_IC,427_IL,428_IC,428_IL,431_IC,431_IL,432_IC,432_IL,433_IC,433_IL,437_IC,437_IL,438_IC,438_IL,439_IC,439_IL,444_IC,444_IL,449_IC,449_IL,450_IC,450_IL,451_IC,451_IL,452_IC,452_IL,456_IC,456_IL,459_IC,459_IL,461_IC,461_IL,463_IC,463_IL,464_IC,464_IL,465_IC,465_IL,466_IC,466_IL,471_IC,471_IL,472_IC,472_IL,475_IC,475_IL,476_IC,476_IL,478_IC,478_IL,481_IC,481_IL,482_IC,482_IL,484_IC,484_IL,485_IC,485_IL,489_IC,489_IL,495_IC,495_IL,500_IC,500_IL,505_IC,505_IL,509_IC,509_IL,510_IC,510_IL,515_IC,515_IL,517_IC,517_IL,518_IC,518_IL,519_IC,519_IL,521_IC,521_IL,522_IC,522_IL,524_IC,524_IL,528_IC,528_IL,532_IC,532_IL,534_IC,534_IL,535_IC,535_IL,536_IC,536_IL,538_IC,538_IL,541_IC,541_IL,542_IC,542_IL,547_IC,547_IL,548_IC,548_IL,549_IC,549_IL,553_IC,553_IL,555_IC,555_IL,562_IC,562_IL,564_IC,564_IL,568_IC,568_IL,571_IC,571_IL,572_IC,572_IL,573_IC,573_IL,577_IC,577_IL,578_IC,578_IL,579_IC,579_IL,580_IC,580_IL,584_IC,584_IL,590_IC,590_IL,592_IC,592_IL
509_IL,0.234246077,0.259848595,0.353140957,0.132353488,0.355359756,0.243949597,0.267662759,0.309685032,0.245883497,0.312048373,0.311962654,0.29531085,0.263356982,0.401339624,0.228222864,0.456150291,0.332987601,0.196799473,0.421546974,0.448296642,0.320508326,0.227557414,0.305551288,0.312243285,0.212946495,0.346470987,0.247153264,0.368614025,0.29260225,0.288014609,0.274675128,0.249834796,0.200921174,0.299794343,0.250220207,0.241581369,0.226971746,0.254751605,0.322559629,0.364640601,0.386783564,0.401892267,0.434260043,0.203294633,0.297475001,0.23160112,0.327115495,0.367094904,0.331104177,0.398566812,0.361841294,0.263250967,0.297903654,0.22651424,0.281406447,0.257825695,0.214824698,0.438885268,0.344616906,0.390851144,0.309967771,0.167985662,0.448180049,0.412503803,0.264996071,0.401144701,0.284106516,0.344030919,0.240724219,0.254077937,0.35053793,0.290026885,0.279890928,0.217469519,0.332610816,0.380567997,0.281037153,0.280921203,0.24118812,0.267625592,0.472696701,0.476081561,0.366751404,0.360826327,0.303354338,0,0.304643158,0.358956137,0.355268439,0.436725588,0.297719773,0.227739325,0.230882993,0.46168253,0.288514909,0.35833532,0.343255843,0.330475687,0.406872657,0.195943983,0.383647552,0.322413496,0.266888977,0.340971798,0.296830122,0.312304772,0.355251079,0.38047923,0.224258141,0.236136985,0.328492026,0.240721587,0.190333525,0.240175097,0.53875475,0.305596269,0.199180898,0.325700058,0.272931494,0.326227544,0.292252342,0.295424029,0.34911874,0.427015741,0.213958745,0.188634308,0.253461793,0.176187311,0.224056519,0.204658529,0.214384486,0.348887271,0.307423598,0.184467905,0.190926492,0.219923086,0.404311467,0.377150924,0.259921261,0.197604364,0.253042088,0.196670717,0.260486772,0.295502717,0.309467232,0.34990163,0.320303749,0.208184303,0.271082376,0.3241174,0.274954081,0.238982152,0.441419248,0.19876087
510_IC,0.31130606,0.384712796,0.387489153,0.279634751,0.343376687,0.323812228,0.35819292,0.380097456,0.356426586,0.308286789,0.355824403,0.306194824,0.317135844,0.523193307,0.379480664,0.57009892,0.397351026,0.300530229,0.512023161,0.540233453,0.310206734,0.340542679,0.411084162,0.372269687,0.271366083,0.480544433,0.380369557,0.473609066,0.247769321,0.408054915,0.38100248,0.309678652,0.310371728,0.342961321,0.273066389,0.331758526,0.261194759,0.335862798,0.309844092,0.494320223,0.474071438,0.511462159,0.548167127,0.355419057,0.393225779,0.341763069,0.370319841,0.402172492,0.339539722,0.446864349,0.385428288,0.366182826,0.34271451,0.289015462,0.381415289,0.244964424,0.280684437,0.541958864,0.248754445,0.315917407,0.294043101,0.267695461,0.472716269,0.466884398,0.304854728,0.493561552,0.364573474,0.458755336,0.269708754,0.383577068,0.316316316,0.411804194,0.324857487,0.330763313,0.388674891,0.47718326,0.302030526,0.281895004,0.33479378,0.380524771,0.524133215,0.571015219,0.365592947,0.440705995,0.382629499,0.304643158,0,0.311862704,0.405274076,0.411091198,0.313718585,0.261120883,0.361721223,0.502996777,0.365971302,0.482535875,0.378785533,0.447703841,0.522773096,0.359667137,0.341725713,0.273960587,0.238428452,0.502666995,0.406731366,0.462211994,0.292154346,0.497021155,0.319144195,0.370563361,0.318743775,0.330388934,0.267775966,0.291972591,0.567371102,0.336207033,0.267762895,0.457514682,0.322789862,0.263421754,0.278169914,0.390263163,0.364221599,0.532625488,0.28874933,0.296803308,0.355952403,0.3653172,0.345455003,0.381875849,0.248238385,0.467953918,0.281408237,0.328235206,0.258577262,0.273356221,0.533051918,0.49820683,0.31864915,0.353874633,0.306577964,0.242807107,0.243567179,0.410677884,0.428676821,0.461237947,0.385610199,0.31089007,0.284597618,0.289581709,0.319268812,0.2816579,0.54944503,0.345681128
510_IL,0.338263572,0.363992745,0.405878494,0.3431517,0.389133761,0.367681886,0.394405789,0.361887839,0.396076235,0.33692876,0.410142363,0.338964286,0.389426912,0.515797413,0.443496699,0.511781708,0.430332143,0.296983866,0.471982615,0.498524962,0.398601292,0.345004564,0.34164505,0.369662071,0.306940207,0.457291754,0.382030635,0.434778136,0.295378772,0.392314087,0.43686792,0.332911145,0.348578718,0.373599197,0.364687074,0.348826234,0.359480775,0.337924391,0.306239893,0.474420071,0.464032051,0.473597362,0.533435498,0.373986066,0.449026839,0.318287846,0.418862548,0.443106127,0.397358827,0.41257984,0.421825227,0.375100218,0.418744545,0.370100861,0.436354434,0.337105047,0.356796523,0.503197271,0.400931118,0.389644685,0.369756605,0.307270685,0.533389648,0.489155624,0.381768752,0.485247181,0.461862418,0.432955929,0.339651836,0.416001985,0.37565435,0.414520267,0.418148245,0.391950236,0.418267782,0.465620924,0.433052047,0.37602182,0.374545397,0.399272135,0.546431914,0.494606296,0.32541842,0.456056135,0.482476542,0.358956137,0.311862704,0,0.450690383,0.416713141,0.365504904,0.355862367,0.385822493,0.46310038,0.32506163,0.407776867,0.435982831,0.388535062,0.471148549,0.352694705,0.418359298,0.341455663,0.35638021,0.433376481,0.348673806,0.40566148,0.333940885,0.480849836,0.363557792,0.335599736,0.450983408,0.358533773,0.367255209,0.377417614,0.59391487,0.363035413,0.274570946,0.429095396,0.413340189,0.293658376,0.350638821,0.387905983,0.351023737,0.484790256,0.370551521,0.287730717,0.402018389,0.365409367,0.360991728,0.352344721,0.320848452,0.4136445,0.319994003,0.329115289,0.345582084,0.385825621,0.502444828,0.452007169,0.401317259,0.373857606,0.397509768,0.340644271,0.288662027,0.340319706,0.445733599,0.443494461,0.352768642,0.316928902,0.371695492,0.352250752,0.316349762,0.387103149,0.492791606,0.37981094
515_IC,0.409377612,0.496488726,0.450317338,0.352706686,0.455739043,0.337556762,0.407255066,0.391801093,0.394349152,0.396614854,0.380354779,0.389841379,0.406795902,0.578949083,0.420575237,0.626185954,0.273032491,0.354319863,0.573539725,0.602086085,0.449919522,0.39689936,0.410039684,0.453798997,0.302692899,0.553161723,0.31493462,0.400614033,0.384634836,0.503444386,0.236812029,0.47882048,0.403446917,0.370682637,0.419233656,0.414863521,0.233465362,0.363247775,0.411354912,0.56234276,0.565807513,0.57005486,0.613188779,0.423932295,0.472870284,0.426343567,0.176912483,0.332043451,0.35212767,0.34229293,0.324269118,0.371698762,0.385859775,0.284573287,0.435342846,0.439237644,0.396341701,0.605035174,0.367685955,0.43971655,0.414173916,0.342694774,0.271517017,0.319247544,0.357339346,0.585435228,0.35429991,0.52356162,0.452391305,0.444343974,0.464726727,0.418110636,0.398461954,0.386586666,0.205347541,0.238081855,0.365316201,0.468486495,0.321248101,0.290196451,0.29718067,0.538308996,0.459720099,0.381743626,0.448921229,0.355268439,0.405274076,0.450690383,0,0.374903448,0.411883133,0.408891289,0.347979172,0.631549047,0.338330155,0.539144781,0.521382216,0.527352167,0.597402377,0.378843153,0.38934055,0.344188569,0.347237371,0.561752598,0.398917286,0.507309006,0.351921157,0.569716597,0.377119158,0.382069324,0.34981641,0.397019675,0.325662705,0.299489968,0.344876646,0.241011375,0.431811176,0.50378926,0.293889255,0.421228005,0.446528184,0.442507242,0.46808048,0.573485209,0.292881204,0.351971133,0.404008903,0.398615883,0.418968644,0.45800741,0.211519847,0.541607565,0.329005061,0.44192243,0.284676821,0.278742247,0.603467557,0.557934809,0.365065246,0.365783264,0.317243212,0.273184004,0.334449251,0.400895641,0.427469162,0.529833082,0.452910696,0.320997609,0.439798339,0.375122209,0.321320042,0.372027916,0.607760455,0.378329861
515_IL,0.517616156,0.514841662,0.530424069,0.448470868,0.476073301,0.396105356,0.530738525,0.532240922,0.544468085,0.409884953,0.450790359,0.43552184,0.534304036,0.666460961,0.530770546,0.673414352,0.466660828,0.403759266,0.647128027,0.670501851,0.485502138,0.535214028,0.540447424,0.55929801,0.440390037,0.60749861,0.425924079,0.479023974,0.423555001,0.543769814,0.438337555,0.45828059,0.51910113,0.49558877,0.486806699,0.530119256,0.412797347,0.476124466,0.452694128,0.615903069,0.631376786,0.644114424,0.692661023,0.497141064,0.562773886,0.474057992,0.366163274,0.455260796,0.454575433,0.473204796,0.480234916,0.475982509,0.501211246,0.444905027,0.515089166,0.447834942,0.503522072,0.681678561,0.417308351,0.404289375,0.427047167,0.398866487,0.486436157,0.465236621,0.479825657,0.664219035,0.457664819,0.615707461,0.491560648,0.518192264,0.513382463,0.523895427,0.51074485,0.474981801,0.412069026,0.431326033,0.44459528,0.475895254,0.471093916,0.357835735,0.483711509,0.619617616,0.495082278,0.528802798,0.561739151,0.436725588,0.411091198,0.416713141,0.374903448,0,0.454823206,0.4349207,0.453645253,0.642973117,0.461323119,0.5938962,0.532703258,0.577368018,0.660084156,0.4473361,0.405949988,0.381847747,0.352632075,0.591048467,0.491458149,0.570118609,0.433212706,0.618250363,0.448232325,0.471399598,0.470639817,0.481163793,0.430948508,0.410521944,0.557494522,0.394088032,0.434579453,0.581231604,0.43752448,0.303239183,0.48516538,0.522067714,0.476746157,0.644498743,0.429426678,0.451787755,0.524240147,0.4467323,0.497632135,0.50813457,0.401034748,0.60006371,0.372630935,0.486160092,0.451462433,0.38897015,0.648115333,0.642873617,0.486013262,0.401166469,0.438306578,0.337583795,0.37221337,0.366755818,0.526179166,0.576101084,0.547215274,0.432144693,0.482062092,0.448285856,0.468079021,0.402621775,0.670672754,0.480278643
517_IC,0.283289876,0.366630289,0.219667502,0.29155268,0.327635595,0.322901223,0.284435114,0.334415655,0.304871335,0.253901934,0.284564622,0.250135364,0.364375284,0.472870151,0.320036125,0.515045336,0.340977671,0.301237768,0.445838005,0.460650697,0.316604195,0.324501539,0.308411448,0.354532055,0.281025454,0.4468752,0.320894866,0.458922051,0.268340125,0.421671422,0.304007211,0.32468286,0.335609625,0.356589278,0.266915603,0.348066102,0.319749353,0.331550933,0.278388189,0.459176355,0.460126997,0.461473713,0.491555739,0.383581972,0.362768475,0.315142682,0.38087647,0.415332221,0.422428265,0.458928156,0.413714628,0.333202203,0.295689977,0.251579695,0.300608183,0.274451563,0.323915688,0.482451927,0.268842149,0.37398178,0.309274987,0.34354746,0.44824288,0.491595116,0.344317946,0.43662867,0.323869739,0.431586914,0.276638123,0.386758273,0.297168033,0.385823441,0.303500646,0.356310469,0.408306363,0.461574083,0.315506148,0.282722491,0.343747623,0.384063493,0.536460713,0.53822644,0.274315283,0.435250714,0.340213689,0.297719773,0.313718585,0.365504904,0.411883133,0.454823206,0,0.177509511,0.33347321,0.467977835,0.304608737,0.45551442,0.343050406,0.407950139,0.460716349,0.322843283,0.335930868,0.375403742,0.28857257,0.47165888,0.416448754,0.417827081,0.331721791,0.451230047,0.346444891,0.245676785,0.346002639,0.347151255,0.270481587,0.277436462,0.537505402,0.367863019,0.275033114,0.407833033,0.342253105,0.348195558,0.277026347,0.324282677,0.387370762,0.48430085,0.261920633,0.342806502,0.298470331,0.330389146,0.250453434,0.358631016,0.295361855,0.445114223,0.239374364,0.349715511,0.31626343,0.333977449,0.447236751,0.44930841,0.292760084,0.288425435,0.250775626,0.354011558,0.235985425,0.313484012,0.38619322,0.450554876,0.40028389,0.320868024,0.290348139,0.234945898,0.340693983,0.352921899,0.490483801,0.28046439
517_IL,0.318648945,0.354080785,0.258538826,0.241696572,0.308624481,0.300619084,0.237062098,0.327843894,0.268826748,0.194889479,0.276344298,0.253135239,0.351687371,0.479851397,0.284931159,0.538053512,0.311020125,0.319430753,0.458013815,0.486808405,0.265822211,0.316794154,0.335397213,0.346247169,0.279396473,0.444426361,0.264643832,0.456635962,0.239064344,0.397748226,0.34092097,0.277464364,0.293157191,0.359008892,0.215636846,0.320749402,0.264400446,0.325732048,0.274785026,0.472946083,0.45102789,0.478428862,0.509092914,0.308974118,0.348957682,0.335986332,0.358004528,0.394577564,0.38365186,0.458567152,0.393579037,0.330465711,0.347990609,0.282446862,0.309656475,0.260273596,0.2968592,0.510057157,0.23597632,0.353615968,0.263386345,0.305297831,0.422194994,0.453448479,0.325601122,0.448537602,0.333540948,0.42590219,0.248110453,0.351557485,0.284727017,0.378308088,0.278048249,0.29049295,0.414770759,0.443325832,0.308998426,0.26307544,0.329594477,0.347712333,0.50509816,0.55979069,0.333222487,0.414072394,0.310298855,0.227739325,0.261120883,0.355862367,0.408891289,0.4349207,0.177509511,0,0.296938451,0.471660016,0.323908529,0.452694535,0.304860203,0.427274796,0.475764869,0.286936797,0.32680431,0.32917366,0.24889543,0.456544569,0.382797532,0.415775471,0.311436064,0.473996634,0.286440381,0.313842953,0.307733932,0.318545321,0.265307536,0.264839389,0.528404456,0.323599985,0.242733178,0.403438536,0.318018904,0.329946138,0.280635706,0.317837559,0.394876566,0.518180479,0.263641126,0.292548917,0.294672195,0.31732388,0.265907415,0.328088387,0.271838797,0.438405094,0.214360878,0.320065629,0.272824014,0.252193485,0.464915564,0.459693254,0.285426172,0.285354967,0.226671504,0.300360137,0.191923221,0.313948295,0.378172907,0.435108047,0.391735684,0.26575471,0.227863714,0.194149683,0.361542528,0.292132862,0.517723854,0.238317272
518_IC,0.297914928,0.34050178,0.389930636,0.21408734,0.364016659,0.243290674,0.250130072,0.263732104,0.270799911,0.301573245,0.358254036,0.245010018,0.294626199,0.474648579,0.269960209,0.495062114,0.34359655,0.255768481,0.462638352,0.502407024,0.344477456,0.286343273,0.333271582,0.350506446,0.292025441,0.401060621,0.251335708,0.350288227,0.293494266,0.342701949,0.284659746,0.340120063,0.286399561,0.309426866,0.317954027,0.322055189,0.194218882,0.244493718,0.329196877,0.4259274,0.449991939,0.45769688,0.499211923,0.277454052,0.407495865,0.296946954,0.316185998,0.323418275,0.304571943,0.41389091,0.292977291,0.246758621,0.315369149,0.294630877,0.318603416,0.299990134,0.236356748,0.484356925,0.341285819,0.333616743,0.317906945,0.240448877,0.418412138,0.34333309,0.284180921,0.467602099,0.282791291,0.392944457,0.333926338,0.289209185,0.373283792,0.300902289,0.331909904,0.251024576,0.320582185,0.340307151,0.250963634,0.31637782,0.317777633,0.239671923,0.399111293,0.532773273,0.31786885,0.354118951,0.342860979,0.230882993,0.361721223,0.385822493,0.347979172,0.453645253,0.33347321,0.296938451,0,0.481603392,0.314232557,0.394725795,0.408347671,0.379034527,0.463685289,0.26233352,0.354257443,0.33244549,0.30766225,0.33824041,0.369147642,0.39041923,0.300622618,0.455150884,0.237092978,0.255669374,0.312911784,0.34010078,0.247998666,0.244861317,0.484181426,0.251707688,0.298244386,0.376119684,0.285341271,0.337881529,0.367587041,0.298078158,0.414254869,0.45223791,0.21627729,0.226238026,0.319181094,0.270541546,0.27075264,0.279586318,0.210509555,0.410623823,0.299601444,0.289634584,0.224503846,0.263595215,0.460439381,0.435700629,0.251995241,0.199179141,0.231600269,0.24221999,0.253784587,0.285649078,0.301474178,0.40674235,0.347927634,0.214307861,0.334777874,0.342623974,0.309552049,0.233571356,0.508179818,0.269073619
518_IL,0.408749592,0.368723162,0.504271486,0.45747838,0.484238143,0.517284511,0.447596882,0.458821876,0.426982401,0.523602179,0.483463311,0.481693294,0.44611194,0.351909539,0.427257645,0.326294282,0.572021847,0.473985132,0.323464224,0.300163366,0.449715869,0.434459316,0.433182455,0.34363967,0.480141728,0.278676513,0.53055821,0.472814578,0.457807594,0.432704688,0.557829278,0.420459914,0.426340973,0.448137423,0.431904,0.39118509,0.54729463,0.454941705,0.479812852,0.306545062,0.260562802,0.240027787,0.337829049,0.396952489,0.447413126,0.413923417,0.611462822,0.574604087,0.565123145,0.518993379,0.521188113,0.510487919,0.486514677,0.526601584,0.451679286,0.430758773,0.384597245,0.276315057,0.507907858,0.510726672,0.448298116,0.49225758,0.696621707,0.619161379,0.448558548,0.309663189,0.507992722,0.318764145,0.424422516,0.405746232,0.439538529,0.457128273,0.500685992,0.489870751,0.580711368,0.657409288,0.528694206,0.47567823,0.537536887,0.566327117,0.630004192,0.362731679,0.365402994,0.521150041,0.509035808,0.46168253,0.502996777,0.46310038,0.631549047,0.642973117,0.467977835,0.471660016,0.481603392,0,0.499717125,0.335550566,0.366420953,0.31451896,0.267505561,0.45973705,0.525649128,0.531233186,0.501305662,0.269576662,0.447548298,0.382963761,0.521695214,0.30542854,0.462569736,0.427023535,0.534869098,0.489302915,0.499723843,0.518900142,0.696442605,0.580354441,0.42505216,0.272667243,0.534384047,0.506018307,0.4234015,0.40556591,0.401128683,0.327751655,0.501062498,0.432322434,0.429769692,0.462062092,0.432888343,0.337455919,0.52125745,0.243906179,0.507198655,0.374496741,0.492806209,0.526142996,0.279709181,0.264645991,0.477085977,0.476491902,0.52962403,0.546036917,0.481138754,0.549899162,0.413247767,0.260388163,0.372006668,0.493942189,0.435347145,0.510081812,0.483252366,0.513569484,0.291114033,0.414794459
519_IC,0.277229421,0.319050726,0.378979307,0.293571812,0.409335243,0.325001453,0.274555705,0.337564443,0.274452609,0.339162906,0.42172042,0.383652336,0.299165495,0.473189241,0.350185206,0.506834416,0.293786651,0.286115655,0.438848868,0.467338625,0.405471188,0.309079657,0.307665243,0.332910294,0.230069789,0.420228681,0.280306938,0.355453084,0.351427444,0.373694323,0.296528702,0.402861326,0.324373197,0.358390839,0.362638126,0.290759914,0.311461982,0.33451614,0.310467712,0.445895547,0.440747405,0.470192834,0.487734461,0.35099432,0.357438965,0.299110646,0.318636219,0.399616437,0.376630048,0.378108084,0.394027007,0.319715566,0.349642347,0.286687438,0.344185555,0.350193857,0.295037272,0.478531651,0.375798516,0.419288273,0.384863918,0.274311115,0.355840844,0.464624849,0.308630807,0.431361751,0.380597404,0.393327182,0.371236807,0.377671619,0.368552124,0.361746481,0.321327896,0.342019108,0.298662169,0.389242729,0.325502418,0.388666275,0.324709793,0.305742281,0.456947041,0.470178267,0.360386214,0.376436066,0.352541939,0.288514909,0.365971302,0.32506163,0.338330155,0.461323119,0.304608737,0.323908529,0.314232557,0.499717125,0,0.398321887,0.429872878,0.390673798,0.45846459,0.312894181,0.404264226,0.398449628,0.372561884,0.408643192,0.275035974,0.358190042,0.380483187,0.458812685,0.340221354,0.328187704,0.319882689,0.29694051,0.280918836,0.320285232,0.433605537,0.349842312,0.324370483,0.421155602,0.321827516,0.412114653,0.361388415,0.30792771,0.350588586,0.470162433,0.315209174,0.266915826,0.337870309,0.340844471,0.296937969,0.294044566,0.260387759,0.406683709,0.298592244,0.304073054,0.276228467,0.314322022,0.449490428,0.444365152,0.341600658,0.339483597,0.243092908,0.293460709,0.328136066,0.322328116,0.403504854,0.388400903,0.328971906,0.264870406,0.362640798,0.350473525,0.297526021,0.348733913,0.490861569,0.311039353
519_IL,0.355423139,0.291511262,0.472168015,0.374067038,0.454287131,0.437147239,0.380676255,0.330150758,0.332691544,0.484710493,0.520827837,0.457092618,0.417872267,0.273265518,0.38625861,0.285896196,0.472852643,0.357285977,0.209920395,0.227106692,0.499488607,0.369025201,0.336024641,0.288958162,0.402786968,0.250643596,0.423269714,0.406935699,0.434868977,0.257457477,0.448982349,0.371678219,0.347113817,0.342843944,0.422388026,0.322536907,0.468231196,0.406478243,0.441446097,0.16328495,0.245875472,0.247610487,0.292493554,0.273771123,0.409721414,0.324462352,0.514332767,0.53642383,0.475726119,0.421305945,0.498949127,0.423606777,0.377209831,0.432668578,0.334429401,0.401837928,0.334941421,0.191233325,0.486845848,0.467881906,0.48689132,0.383521577,0.60131011,0.58058677,0.389270673,0.236618031,0.484459217,0.269273755,0.393681587,0.377870202,0.447299297,0.331297546,0.402503897,0.372194205,0.478881309,0.565154448,0.455926669,0.431657942,0.423212081,0.458128055,0.583099519,0.322687662,0.424874642,0.453894272,0.515866366,0.35833532,0.482535875,0.407776867,0.539144781,0.5938962,0.45551442,0.452694535,0.394725795,0.335550566,0.398321887,0,0.399627808,0.23021875,0.20953642,0.356866474,0.501229986,0.507886291,0.476387995,0.229640945,0.301971989,0.31219392,0.494624397,0.255508441,0.399334969,0.366109603,0.520386376,0.410627518,0.418030335,0.444893854,0.65922254,0.478506206,0.39430362,0.320697332,0.496672186,0.501614254,0.48285197,0.383930102,0.410022788,0.309211472,0.435881321,0.357989888,0.378223659,0.3710671,0.341420217,0.309003075,0.433666231,0.197715406,0.484646061,0.260285718,0.420771494,0.436520119,0.230811798,0.224498164,0.466364258,0.36365536,0.43557297,0.419235252,0.448615183,0.435241778,0.407179728,0.315263236,0.421484714,0.406702092,0.460332378,0.491723041,0.364125385,0.414236762,0.235501237,0.406020137
